站号,站名,省份,经度,纬度,测站海拔
50136,漠河,黑龙江,122.52,52.97,438.5
50137,北极村,黑龙江,122.37,53.47,296.0
50246,塔河,黑龙江,124.72,52.35,361.9
50247,呼中,黑龙江,123.57,52.03,514.5
50349,新林,黑龙江,124.4,51.67,501.5
50353,呼玛,黑龙江,126.65,51.72,173.9
50425,额尔古纳,内蒙古,120.18,50.25,581.4
50431,根河,内蒙古,121.52,50.78,717.0
50434,图里河,内蒙古,121.68,50.48,732.6
50442,加格达奇,黑龙江,124.12,50.4,371.7
50445,鄂伦春旗,内蒙古,123.73,50.58,423.7
50468,黑河,黑龙江,127.45,50.25,166.4
50514,满洲里,内蒙古,117.32,49.58,661.8
50524,陈巴尔虎旗,内蒙古,119.43,49.32,576.6
50525,鄂温克旗,内蒙古,119.75,49.15,620.8
50526,牙克石,内蒙古,120.7,49.28,668.8
50527,海拉尔,内蒙古,119.7,49.25,649.6
50548,小二沟,内蒙古,123.72,49.2,286.1
50557,嫩江,黑龙江,125.23,49.17,242.2
50564,孙吴,黑龙江,127.35,49.43,234.5
50566,逊克,黑龙江,128.47,49.55,116.0
50603,新巴尔虎右旗,内蒙古,116.82,48.67,542.4
50618,新巴尔虎左旗,内蒙古,118.27,48.22,642.0
50632,博克图,内蒙古,121.92,48.77,739.7
50639,扎兰屯,内蒙古,122.73,48.0,306.5
50645,莫力达瓦旗,内蒙古,124.48,48.48,195.0
50646,讷河,黑龙江,124.85,48.48,230.6
50647,阿荣旗,内蒙古,123.48,48.13,236.2
50655,五大连池,黑龙江,126.18,48.5,266.8
50656,北安,黑龙江,126.52,48.28,278.4
50658,克山,黑龙江,125.78,48.08,291.0
50659,克东,黑龙江,126.25,48.03,297.0
50673,嘉荫,黑龙江,130.4,48.88,90.4
50674,汤旺,黑龙江,129.43,48.57,404.5
50727,阿尔山,内蒙古,119.93,47.17,997.2
50739,龙江,黑龙江,123.18,47.33,209.3
50741,甘南,黑龙江,123.5,47.93,185.2
50742,富裕,黑龙江,124.48,47.8,162.7
50745,齐齐哈尔,黑龙江,123.92,47.38,146.7
50749,林甸,黑龙江,124.83,47.18,154.6
50750,依安,黑龙江,125.3,47.9,226.4
50755,拜泉,黑龙江,126.1,47.6,249.8
50756,海伦,黑龙江,126.97,47.45,247.4
50758,明水,黑龙江,125.9,47.18,240.0
50767,绥棱,黑龙江,127.1,47.23,202.7
50772,丰林,黑龙江,129.23,48.12,300.0
50774,伊春,黑龙江,128.92,47.73,264.8
50775,鹤岗,黑龙江,130.27,47.33,182.3
50776,萝北,黑龙江,130.83,47.57,83.3
50778,同江,黑龙江,132.53,47.67,57.5
50779,抚远,黑龙江,134.41,48.35,40.8
50787,绥滨,黑龙江,131.85,47.28,62.7
50788,富锦,黑龙江,131.98,47.23,66.4
50832,胡尔勒,内蒙古,122.08,46.72,332.6
50833,扎赉特旗,内蒙古,122.9,46.72,218.6
50834,索伦,内蒙古,121.22,46.6,499.7
50838,乌兰浩特,内蒙古,122.05,46.08,274.7
50842,杜蒙,黑龙江,124.42,46.83,145.4
50844,泰来,黑龙江,123.45,46.4,138.8
50850,大庆,黑龙江,125.13,46.57,152.3
50851,青冈,黑龙江,126.08,46.68,207.4
50852,望奎,黑龙江,126.45,46.83,169.1
50853,绥化,黑龙江,126.97,46.62,179.6
50854,安达,黑龙江,125.32,46.38,149.3
50858,肇东,黑龙江,125.93,46.07,159.5
50859,兰西,黑龙江,126.27,46.25,169.3
50861,庆安,黑龙江,127.48,46.88,182.4
50862,铁力,黑龙江,128.02,46.98,206.0
50867,巴彦,黑龙江,127.35,46.08,134.1
50871,汤原,黑龙江,129.88,46.73,95.1
50873,佳木斯,黑龙江,130.3,46.78,82.0
50877,依兰,黑龙江,129.58,46.3,100.1
50878,桦川,黑龙江,130.72,47.0,78.2
50879,桦南,黑龙江,130.55,46.22,187.0
50880,集贤,黑龙江,131.12,46.73,102.3
50881,友谊,黑龙江,131.79,46.78,70.5
50884,双鸭山,黑龙江,131.15,46.63,175.3
50888,宝清,黑龙江,132.18,46.32,79.6
50892,饶河,黑龙江,134.0,46.8,54.4
50913,乌拉盖,内蒙古,118.83,45.72,865.0
50915,东乌珠穆沁旗,内蒙古,116.97,45.52,838.9
50924,霍林郭勒,内蒙古,119.67,45.53,860.0
50928,巴雅尔吐胡硕,内蒙古,120.33,45.07,628.3
50934,突泉,内蒙古,121.58,45.38,311.7
50936,白城,吉林,122.83,45.63,155.3
50937,科尔沁右翼中旗,内蒙古,121.47,45.05,282.1
50939,洮南,吉林,122.75,45.35,150.5
50940,镇赉,吉林,123.17,45.85,141.1
50945,大安,吉林,124.27,45.5,138.1
50946,松原,吉林,124.83,45.18,139.8
50948,乾安,吉林,124.02,45.0,146.3
50949,前郭,吉林,124.87,45.08,136.2
50950,肇州,黑龙江,125.25,45.7,148.7
50953,哈尔滨,黑龙江,126.77,45.75,118.3
50954,肇源,黑龙江,125.08,45.5,127.5
50955,双城,黑龙江,126.3,45.38,168.3
50956,呼兰,黑龙江,126.57,45.93,134.5
50958,阿城,黑龙江,126.95,45.52,168.2
50960,宾县,黑龙江,127.45,45.78,184.2
50962,木兰,黑龙江,128.03,45.95,116.9
50963,通河,黑龙江,128.73,45.97,108.6
50964,方正,黑龙江,128.8,45.83,119.3
50965,延寿,黑龙江,128.28,45.45,167.2
50968,尚志,黑龙江,127.97,45.22,189.7
50971,七台河,黑龙江,131.02,45.77,194.9
50973,勃利,黑龙江,130.6,45.75,234.4
50978,鸡西,黑龙江,130.93,45.3,272.5
50979,林口,黑龙江,130.23,45.27,274.7
50983,虎林,黑龙江,132.97,45.77,98.1
50985,密山,黑龙江,131.87,45.55,151.7
50987,鸡东,黑龙江,131.13,45.25,219.9
51053,哈巴河,新疆,86.4,48.05,532.6
51058,阿克达拉,新疆,87.97,47.1,563.3
51059,吉木乃,新疆,85.87,47.43,968.2
51060,布尔津,新疆,86.87,47.7,473.9
51068,福海,新疆,87.47,47.12,497.0
51076,阿勒泰,新疆,88.08,47.73,735.3
51087,富蕴,新疆,89.52,46.98,860.4
51133,塔城,新疆,83.0,46.73,534.9
51137,裕民,新疆,83.07,46.2,721.4
51145,额敏,新疆,83.65,46.55,521.6
51156,和布克赛尔,新疆,85.72,46.78,1322.1
51186,青河,新疆,90.38,46.67,1218.2
51232,阿拉山口,新疆,82.57,45.18,369.8
51238,博乐,新疆,82.07,44.9,532.2
51241,托里,新疆,83.6,45.93,1094.2
51243,克拉玛依,新疆,84.85,45.62,450.3
51288,北塔山,新疆,90.53,45.37,1653.7
51328,霍尔果斯,新疆,80.42,44.2,722.0
51329,霍城,新疆,80.85,44.05,640.0
51330,温泉,新疆,81.02,44.97,1357.8
51334,精河,新疆,82.9,44.6,329.2
51346,乌苏,新疆,84.67,44.43,478.7
51352,炮台,新疆,85.25,44.85,337.1
51353,莫索湾,新疆,86.1,45.02,346.0
51356,石河子,新疆,86.05,44.32,442.9
51357,沙湾,新疆,85.62,44.33,522.2
51358,乌兰乌苏,新疆,85.82,44.28,468.5
51359,玛纳斯,新疆,86.2,44.32,471.4
51365,蔡家湖,新疆,87.53,44.2,440.5
51367,呼图壁,新疆,86.82,44.13,575.1
51368,昌吉,新疆,87.32,44.12,515.7
51369,米东区,新疆,87.65,43.97,600.3
51377,阜康,新疆,87.92,44.17,547.0
51378,吉木萨尔,新疆,89.17,44.02,742.9
51379,奇台,新疆,89.57,44.02,793.5
51430,察布查尔,新疆,81.15,43.83,602.6
51431,伊宁市,新疆,81.33,43.95,662.5
51433,尼勒克,新疆,82.52,43.8,1105.3
51434,伊宁县,新疆,81.53,43.97,770.0
51435,巩留,新疆,82.23,43.47,774.9
51436,新源,新疆,83.3,43.45,928.2
51437,昭苏,新疆,81.13,43.15,1851.0
51438,特克斯,新疆,81.77,43.18,1210.4
51463,乌鲁木齐,新疆,87.65,43.78,935.0
51465,小渠子,新疆,87.1,43.48,1871.8
51467,巴仑台,新疆,86.3,42.73,1732.4
51468,天山大西沟,新疆,86.83,43.1,3539.0
51469,西白杨沟,新疆,87.18,43.45,1930.0
51470,天池,新疆,88.12,43.88,1942.5
51477,达坂城,新疆,88.32,43.35,1103.5
51482,木垒,新疆,90.28,43.83,1271.5
51495,十三间房,新疆,91.73,43.22,721.4
51526,库米什,新疆,88.22,42.23,922.4
51542,巴音布鲁克,新疆,84.15,43.03,2458.0
51559,和静,新疆,86.37,42.33,1113.2
51567,焉耆,新疆,86.57,42.08,1055.3
51568,和硕,新疆,86.8,42.25,1085.4
51571,托克逊,新疆,88.63,42.8,49.5
51572,吐鲁番东坎,新疆,89.25,42.83,-48.7
51573,吐鲁番,新疆,89.2,42.93,39.3
51581,鄯善,新疆,90.23,42.85,398.6
51627,乌什,新疆,79.23,41.22,1395.8
51628,阿克苏,新疆,80.23,41.17,1107.1
51629,温宿,新疆,80.23,41.27,1133.1
51633,拜城,新疆,81.9,41.78,1229.2
51636,新和,新疆,82.65,41.55,1009.8
51639,沙雅,新疆,82.78,41.23,980.4
51642,轮台,新疆,84.27,41.82,982.0
51644,库车,新疆,82.97,41.72,1081.9
51655,尉犁,新疆,86.27,41.35,884.9
51656,库尔勒,新疆,86.13,41.75,899.8
51701,吐尔尕特,新疆,75.4,40.52,3504.4
51704,阿图什,新疆,76.17,39.72,1298.7
51705,乌恰,新疆,75.25,39.72,2175.7
51707,伽师,新疆,76.73,39.5,1204.7
51708,阿克陶,新疆,75.95,39.15,1325.1
51709,喀什,新疆,75.98,39.47,1385.6
51711,阿合奇,新疆,78.45,40.93,1985.1
51716,巴楚,新疆,78.57,39.8,1116.5
51717,岳普湖,新疆,76.78,39.25,1206.3
51720,柯坪,新疆,79.05,40.5,1161.8
51722,阿瓦提,新疆,80.4,40.65,1044.3
51730,阿拉尔,新疆,81.27,40.55,1012.2
51747,塔中,新疆,83.67,39.0,1099.3
51765,铁干里克,新疆,87.7,40.63,846.0
51777,若羌,新疆,88.17,39.03,888.2
51802,英吉沙,新疆,76.17,38.93,1297.5
51804,塔什库尔干,新疆,75.23,37.77,3090.1
51810,麦盖提,新疆,77.63,38.92,1178.2
51811,莎车,新疆,77.27,38.43,1231.2
51814,叶城,新疆,77.4,37.92,1360.4
51815,泽普,新疆,77.27,38.2,1274.7
51818,皮山,新疆,78.28,37.62,1375.4
51826,策勒,新疆,80.8,37.02,1336.5
51827,墨玉,新疆,79.72,37.28,1348.9
51828,和田,新疆,79.93,37.13,1375.0
51829,洛浦,新疆,80.17,37.08,1295.6
51839,民丰,新疆,82.72,37.07,1409.5
51855,且末,新疆,85.55,38.15,1247.2
51886,茫崖,青海,90.85,38.25,2944.8
51931,于田,新疆,81.65,36.85,1422.0
52101,巴里坤,新疆,93.05,43.6,1679.4
52112,淖毛湖,新疆,95.13,43.77,479.0
52118,伊吾,新疆,94.7,43.27,1728.6
52203,哈密,新疆,93.52,42.82,737.2
52267,额济纳旗,内蒙古,101.07,41.95,940.5
52313,红柳河,新疆,94.67,41.53,1573.8
52323,马鬃山,甘肃,97.03,41.8,1770.4
52378,拐子湖,内蒙古,102.37,41.37,960.0
52418,敦煌,甘肃,94.68,40.15,1139.0
52424,瓜州,甘肃,95.78,40.53,1170.9
52436,玉门,甘肃,97.03,40.27,1526.0
52446,鼎新,甘肃,99.52,40.3,1177.4
52447,金塔,甘肃,98.88,40.0,1270.5
52495,巴彦诺日公,内蒙古,104.8,40.17,1323.9
52515,肃北,甘肃,94.87,39.52,2137.2
52533,酒泉,甘肃,98.48,39.77,1477.2
52546,高台,甘肃,99.83,39.37,1332.2
52557,临泽,甘肃,100.17,39.15,1453.7
52575,雅布赖,内蒙古,102.78,39.42,1239.5
52576,阿拉善右旗,内蒙古,101.68,39.22,1510.1
52602,冷湖,青海,93.33,38.75,2770.0
52607,乌斯太,内蒙古,106.65,39.43,1252.6
52633,托勒,青海,98.42,38.82,3367.0
52643,肃南,甘肃,99.62,38.83,2311.8
52645,野牛沟,青海,99.58,38.42,3314.0
52652,张掖,甘肃,100.28,39.08,1461.1
52656,民乐,甘肃,100.82,38.43,2232.0
52657,祁连,青海,100.25,38.18,2787.4
52661,山丹,甘肃,101.08,38.8,1765.5
52674,永昌,甘肃,101.97,38.23,2093.9
52675,金昌,甘肃,102.2,38.53,1508.9
52679,武威,甘肃,102.87,37.88,1540.2
52681,民勤,甘肃,103.08,38.63,1367.5
52707,小灶火,青海,93.68,36.8,2767.0
52713,大柴旦,青海,95.35,37.85,3173.2
52737,德令哈,青海,97.38,37.37,2981.5
52745,天峻,青海,99.02,37.3,3417.1
52754,刚察,青海,100.13,37.33,3301.5
52765,门源,青海,101.62,37.38,2850.0
52784,古浪,甘肃,102.9,37.47,2072.4
52787,乌鞘岭,甘肃,102.87,37.2,3045.1
52797,景泰,甘肃,104.05,37.18,1630.9
52818,格尔木,青海,94.92,36.42,2807.6
52825,诺木洪,青海,96.43,36.43,2790.4
52833,乌兰,青海,98.48,36.93,2950.0
52836,都兰,青海,98.1,36.3,3189.0
52842,茶卡,青海,99.08,36.78,3087.6
52853,海晏,青海,100.98,36.9,3010.0
52854,青海湖151,青海,100.48,36.58,3200.8
52855,湟源,青海,101.25,36.68,2675.0
52856,共和,青海,100.62,36.27,2835.0
52862,大通,青海,101.67,36.97,2470.5
52863,互助,青海,101.95,36.82,2480.0
52866,西宁,青海,101.75,36.73,2434.2
52868,贵德,青海,101.43,36.03,2273.0
52869,湟中,青海,101.58,36.5,2667.5
52874,乐都,青海,102.4,36.48,2021.0
52875,平安,青海,102.1,36.5,2125.0
52876,民和,青海,102.83,36.33,1813.9
52877,化隆,青海,102.25,36.1,2834.7
52881,天祝,甘肃,103.18,36.98,2484.8
52884,皋兰,甘肃,103.95,36.35,1668.5
52885,永登,甘肃,103.25,36.75,2118.8
52889,兰州,甘肃,103.88,36.05,1517.2
52895,靖远,甘肃,104.68,36.57,1398.2
52896,白银,甘肃,104.15,36.55,1736.7
52908,五道梁,青海,93.08,35.22,4612.2
52941,沙珠玉,青海,100.27,36.27,2872.0
52943,兴海,青海,99.98,35.58,3323.2
52955,贵南,青海,100.73,35.58,3120.0
52957,同德,青海,100.6,35.25,3148.2
52963,尖扎,青海,102.02,35.93,2085.7
52968,泽库,青海,101.47,35.03,3662.8
52972,循化,青海,102.45,35.85,1921.0
52974,同仁,青海,102.02,35.52,2475.0
52978,夏河,甘肃,102.52,35.2,2948.3
52980,永靖,甘肃,103.3,35.97,1648.0
52981,东乡,甘肃,103.38,35.67,2421.0
52982,广河,甘肃,103.55,35.48,1953.2
52983,榆中,甘肃,104.15,35.87,1874.4
52984,临夏,甘肃,103.18,35.58,1917.2
52985,和政,甘肃,103.33,35.42,2162.8
52986,临洮,甘肃,103.87,35.37,1893.8
52988,康乐,甘肃,103.72,35.37,2015.8
52993,会宁,甘肃,105.07,35.68,1739.4
52995,安定,甘肃,104.6,35.58,2004.9
52996,华家岭,甘肃,105.02,35.38,2450.6
52998,渭源,甘肃,104.2,35.13,2111.0
53068,二连浩特,内蒙古,111.97,43.65,963.1
53083,那仁宝力格,内蒙古,114.15,44.62,1181.6
53149,满都拉,内蒙古,110.13,42.53,1225.2
53192,阿巴嘎旗,内蒙古,114.95,44.02,1147.7
53195,苏尼特左旗,内蒙古,113.63,43.85,1036.7
53231,海力素,内蒙古,106.4,41.4,1510.2
53272,苏尼特右旗,内蒙古,112.63,42.75,1104.9
53276,朱日和,内蒙古,112.9,42.4,1150.8
53289,镶黄旗,内蒙古,113.83,42.23,1322.1
53324,乌拉特后旗,内蒙古,107.05,41.07,1035.3
53336,乌拉特中旗,内蒙古,108.52,41.57,1288.0
53337,五原,内蒙古,108.27,41.1,1023.3
53343,白云鄂博,内蒙古,109.97,41.77,1612.2
53348,大佘太,内蒙古,109.13,41.02,1078.7
53352,达尔罕茂明安联合旗,内蒙古,110.43,41.7,1376.6
53357,固阳,内蒙古,110.05,41.03,1403.1
53362,四子王旗,内蒙古,111.68,41.53,1445.2
53367,希拉穆仁,内蒙古,111.23,41.32,1602.3
53368,武川,内蒙古,111.47,41.08,1637.3
53378,察哈尔右翼中旗,内蒙古,112.62,41.28,1737.3
53384,察哈尔右翼后旗,内蒙古,113.18,41.45,1423.5
53385,商都,内蒙古,113.55,41.57,1420.0
53391,化德,内蒙古,114.0,41.9,1482.7
53392,康保,河北,114.6,41.85,1434.5
53397,尚义,河北,113.98,41.1,1376.5
53399,张北,河北,114.7,41.15,1393.3
53419,磴口,内蒙古,107.0,40.33,1055.3
53420,杭锦后旗,内蒙古,107.12,40.85,1024.0
53433,乌拉特前旗,内蒙古,108.65,40.73,1020.4
53446,包头,内蒙古,109.85,40.67,1004.7
53455,土默特右旗,内蒙古,110.53,40.55,998.6
53457,达拉特旗,内蒙古,110.03,40.4,1011.0
53463,呼和浩特,内蒙古,111.68,40.82,1153.5
53464,土默特左旗,内蒙古,111.17,40.72,1042.7
53466,赛罕区,内蒙古,111.7,40.75,1045.4
53467,托克托,内蒙古,111.18,40.27,1015.9
53469,和林格尔,内蒙古,111.82,40.4,1166.7
53472,卓资,内蒙古,112.57,40.87,1451.7
53475,凉城,内蒙古,112.47,40.52,1268.9
53478,右玉,山西,112.45,40.0,1345.8
53480,集宁,内蒙古,113.07,41.03,1419.3
53481,察哈尔右翼前旗,内蒙古,113.2,40.8,1284.4
53483,兴和,内蒙古,113.83,40.87,1268.7
53484,丰镇,内蒙古,113.15,40.45,1191.5
53486,阳高,山西,113.77,40.37,1050.3
53487,大同,山西,113.33,40.1,1052.6
53488,云州区,山西,113.58,40.03,1034.3
53490,天镇,山西,114.05,40.43,1014.7
53491,怀安,河北,114.38,40.67,837.7
53492,阳原,河北,114.15,40.1,937.6
53498,宣化,河北,115.03,40.57,629.3
53499,万全,河北,114.73,40.77,755.2
53502,吉兰太,内蒙古,105.75,39.78,1031.8
53505,孪井滩,内蒙古,105.4,37.88,1380.7
53512,乌海,内蒙古,106.8,39.8,1105.6
53513,临河,内蒙古,107.37,40.73,1041.1
53517,石炭井,宁夏,106.33,39.27,1464.7
53518,石嘴山,宁夏,106.35,39.03,1126.9
53519,惠农,宁夏,106.77,39.22,1092.2
53522,伊和乌素,内蒙古,107.83,40.05,1180.3
53529,鄂托克旗,内蒙古,107.98,39.1,1381.4
53533,杭锦旗,内蒙古,108.73,39.85,1414.0
53543,东胜,内蒙古,109.98,39.83,1461.9
53545,伊金霍洛旗,内蒙古,109.73,39.57,1367.0
53547,乌审召,内蒙古,109.03,39.1,1312.2
53553,准格尔旗,内蒙古,111.22,39.87,1221.4
53562,清水河,内蒙古,111.67,39.92,1208.0
53564,河曲,山西,111.15,39.38,1036.0
53565,偏关,山西,111.5,39.43,1051.7
53567,府谷,陕西,111.08,39.03,1024.3
53573,左云,山西,112.7,40.0,1336.3
53574,平鲁,山西,112.27,39.52,1409.4
53575,神池,山西,112.2,39.1,1525.4
53576,山阴,山西,112.82,39.5,1045.0
53577,宁武,山西,112.3,39.0,1437.4
53578,朔州,山西,112.43,39.37,1114.8
53579,代县,山西,112.9,39.02,859.7
53580,怀仁,山西,113.1,39.82,1044.6
53582,浑源,山西,113.67,39.72,1079.2
53584,应县,山西,113.17,39.57,1000.7
53585,繁峙,山西,113.27,39.17,933.9
53588,五台山,山西,113.52,38.95,2208.3
53590,广灵,山西,114.27,39.75,977.8
53593,蔚县,河北,114.57,39.83,909.5
53594,灵丘,山西,114.18,39.45,938.7
53596,顺平,河北,115.13,38.85,80.7
53599,涞源,河北,114.68,39.37,884.4
53602,阿拉善左旗,内蒙古,105.67,38.83,1561.4
53603,沙湖,宁夏,106.37,38.83,1099.9
53610,贺兰,宁夏,106.35,38.57,1106.0
53611,平罗,宁夏,106.55,38.88,1098.7
53612,吴忠,宁夏,106.18,37.98,1127.2
53614,银川,宁夏,106.2,38.47,1111.6
53615,陶乐,宁夏,106.7,38.8,1101.0
53617,青铜峡,宁夏,106.08,38.03,1125.7
53618,永宁,宁夏,106.25,38.28,1115.5
53619,灵武,宁夏,106.3,38.12,1115.7
53644,乌审旗,内蒙古,108.83,38.6,1307.2
53646,榆林,陕西,109.78,38.27,1157.0
53651,神木,陕西,110.43,38.82,1098.0
53658,佳县,陕西,110.48,38.03,894.4
53659,临县,山西,111.0,37.97,1163.3
53660,保德,山西,111.08,39.02,894.4
53662,岢岚,山西,111.58,38.72,1396.7
53663,五寨,山西,111.82,38.92,1401.0
53664,兴县,山西,111.13,38.47,1012.6
53665,岚县,山西,111.63,38.28,1221.3
53666,静乐,山西,111.93,38.35,1212.2
53669,娄烦,山西,111.8,38.08,1150.3
53673,原平,山西,112.72,38.73,828.2
53674,忻州,山西,112.7,38.42,869.9
53676,定襄,山西,112.98,38.5,759.4
53677,尖草坪,山西,112.48,37.93,806.5
53678,阳曲,山西,112.65,38.07,897.1
53679,小店,山西,112.55,37.73,776.2
53680,灵寿,河北,114.38,38.3,108.9
53681,五台,山西,113.37,38.83,1096.2
53682,曲阳,河北,114.68,38.63,104.1
53685,盂县,山西,113.42,38.07,953.2
53687,平定,山西,113.63,37.78,753.0
53688,行唐,河北,114.55,38.45,100.3
53689,晋州,河北,115.07,38.02,42.4
53690,阜平,河北,114.18,38.85,281.9
53691,正定,河北,114.57,38.15,71.0
53692,唐县,河北,114.98,38.73,66.5
53693,井陉,河北,114.13,38.03,255.5
53694,平山,河北,114.22,38.27,131.0
53695,新乐,河北,114.68,38.35,70.8
53696,定州,河北,115.0,38.52,41.9
53697,藁城,河北,114.83,38.03,53.5
53698,石家庄,河北,114.42,38.03,89.3
53699,无极,河北,114.95,38.18,45.4
53704,中卫,宁夏,105.18,37.53,1226.7
53705,中宁,宁夏,105.68,37.48,1181.3
53707,兴仁,宁夏,105.25,36.93,1697.9
53716,大水坑,宁夏,106.96,37.46,1552.0
53723,盐池,宁夏,107.38,37.8,1350.9
53725,定边,陕西,107.58,37.58,1360.3
53727,麻黄山,宁夏,107.12,37.17,1691.1
53730,鄂托克前旗,内蒙古,107.48,38.18,1333.3
53732,河南,内蒙古,108.72,37.85,1209.9
53735,靖边,陕西,108.8,37.62,1336.7
53738,吴起,陕西,108.17,36.92,1331.4
53740,横山,陕西,109.23,37.93,1111.0
53748,子长,陕西,109.7,37.18,1063.3
53750,米脂,陕西,110.18,37.77,931.0
53751,子洲,陕西,110.05,37.6,894.6
53753,柳林,山西,110.88,37.43,860.1
53754,绥德,陕西,110.22,37.5,929.7
53756,吴堡,陕西,110.72,37.52,744.0
53757,清涧,陕西,110.12,37.12,938.0
53759,石楼,山西,110.83,36.98,1109.1
53760,方山,山西,111.23,37.88,1212.4
53763,古交,山西,112.17,37.92,1006.8
53764,吕梁,山西,111.1,37.5,950.8
53767,中阳,山西,111.17,37.33,1213.1
53768,孝义,山西,111.75,37.15,773.4
53769,汾阳,山西,111.78,37.25,747.7
53770,祁县,山西,112.35,37.35,768.8
53771,文水,山西,112.05,37.42,750.0
53772,太原,山西,112.55,37.78,776.3
53773,临漳,河北,114.62,36.33,64.6
53774,清徐,山西,112.33,37.62,759.9
53775,太谷,山西,112.53,37.43,785.8
53776,晋中,山西,112.78,37.7,854.1
53777,交城,山西,112.15,37.53,753.6
53778,平遥,山西,112.22,37.17,780.3
53780,寿阳,山西,113.15,37.9,1066.1
53781,沙河,河北,114.47,36.87,67.9
53782,阳泉,山西,113.55,37.85,767.2
53783,昔阳,山西,113.7,37.6,940.3
53784,赵县,河北,114.78,37.75,38.5
53785,柏乡,河北,114.67,37.52,35.0
